"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1971","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    724.9","","     724.9","0","       110","0","        71","0","        16","0","        8","","         4","0","         0","0","        70","0","        18","0","       148","0","        18","0","","","","","        16"," ","  -15.6","0,0119, ","   152"," ,0,0102,+","   163"," ,0,0101, "," 105.7"," ,0,0827, ","   35.6","0,0708, ","0.0","0,1108","-2.2","0,1109","-5.6","0,1201","-6.7","0,1219","","","-0.6","0,0327","-2.8","0,0325","-4.4","0,0215","-9.4","0,0210","-9.4","0,0210","    2809.6","6","    2809.6","0","   1442.5"," ,0","      53.2","X","      333"," ,0","     12.88","0","     16.82","0","      8.94","0","   144864","X","","","","","","","","","       360","X","","","","","","","","","      22.8","X"
"USW00094728","1972","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    574.1","","     574.1","0","       145","0","        97","0","        17","0","       16","","         8","0","         0","0","        78","0","        19","0","       144","0","        15","0","","","","","        17"," ","  -15.0","0,0116, ","   127"," ,0,0224,+","   145"," ,0,0219, "," 142.2"," ,0,1108, ","   34.4","0,0824,+","0.0","0,1020","-3.9","0,1122","-6.1","0,1123","-7.2","0,1217","","","-1.7","0,0409","-3.3","0,0408","-6.7","0,0311","-6.7","0,0311","-12.8","0,0223","    2635.2","2","    2635.2","0","   1703.0"," ,0","      46.6","X","      581"," ,0","     12.13","0","     16.35","0","      7.91","0","   127176","X","","","","","","","","","        45","X","","","","","","","","","      22.4","X"
"USW00094728","1973","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    699.5","","     699.5","0","       126","0","        78","0","        19","0","        7","","         3","0","         0","0","        60","0","        16","0","       154","0","        18","0","","","","","        21"," ","  -13.9","0,0217, ","    76"," ,0,1219,+","    46"," ,0,0129, ","  93.2"," ,0,1029, ","   36.7","0,0830,+","-0.6","0,1110","-2.2","0,1202","-8.3","0,1217","-8.3","0,1217","","","-1.1","0,0321","-6.7","0,0228","-6.7","0,0228","-6.7","0,0228","-12.2","0,0218","    2665.0","0","    2665.0","0","   1454.1"," ,0","      53.5","X","      142"," ,0","     13.35","0","     17.65","0","      9.05","0","   142668","X","","","","","","","","","        45","X","","","","","","","","","      14.8","X"
"USW00094728","1974","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    590.0","","     590.0","0","       119","0","        76","0","        12","0","       29","","         6","0","         0","0","        80","0","        19","0","       145","0","        17","0","","","","","        28"," ","  -14.4","0,0118, ","   152"," ,0,0209,+","   152"," ,0,0208, ","  82.8"," ,0,0903, ","   35.0","0,0714,+","0.0","0,1019","-2.8","0,1123","","","","","","","-2.2","0,0410","-2.2","0,0410","-6.7","0,0325","-6.7","0,0325","-8.9","0,0209","    2552.1","1","    2552.1","0","   1212.6"," ,0","      54.1","X","      532"," ,0","     12.59","0","     16.94","0","      8.23","0","   147606","X","","","","","","","","","       315","X","","","","","","","","","      14.8","X"
"USW00094728","1975","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    551.5","","     551.5","0","       130","0","        89","0","        22","0","       12","","         4","0","         0","0","        75","0","        12","0","       153","0","         8","0","","","","","        31"," ","   -9.4","0,0121, ","   203"," ,0,0213,+","   198"," ,0,0212, ","  58.4"," ,0,0923, ","   36.7","0,0802, ","-0.6","0,1031","-2.8","0,1204","-7.2","0,1218","-7.2","0,1218","-8.9","0,1224","0.0","0,0410","-2.8","0,0405","-5.0","0,0328","-8.9","0,0309","-8.9","0,0309","    2650.8","8","    2650.8","0","   1555.0"," ,0","      54.7","X","      388"," ,0","     12.73","0","     16.85","0","      8.60","0","   147174","X","","","","","","","","","       270","X","","","","","","","","","      13.4","X"
"USW00094728","1976","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    582.7","","     582.7","0","       113","0","        75","0","         7","0","       24","","        10","0","         1","0","        92","0","        29","0","       144","0","        15","0","","","","","        20"," ","  -18.3","0,0123, ","   102"," ,0,0310,+","   102"," ,0,0309, ","  99.1"," ,0,0809, ","   35.6","0,0418, ","-1.7","0,1027","-4.4","0,1109","-4.4","0,1109","-8.3","0,1130","-12.8","0,1203","-3.9","0,0412","-3.9","0,0412","-7.2","0,0318","-7.2","0,0318","-8.9","0,0207","    2589.1","1","    2589.1","0","   1049.4"," ,0","      61.8","X","      511"," ,0","     11.85","0","     16.31","0","      7.39","0","   166800","X","","","","","","","","","       315","X","","","","","","","","","      13.4","X"
"USW00094728","1977","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    685.5","","     685.5","0","       114","0","        80","0","        14","0","       40","","         7","0","         1","0","        77","0","        40","0","       153","0","        23","0","","","","","        19"," ","  -18.9","0,0117, ","   152"," ,0,0117,+","   127"," ,0,0114, "," 188.0"," ,0,1108, ","   40.0","0,0721, ","-0.6","0,1114","-3.3","0,1207","-5.0","0,1209","-6.7","0,1210","-9.4","0,1211","-3.9","0,0409","-3.9","0,0409","-4.4","0,0325","-6.7","0,0222","-9.4","0,0217","    3056.5","5","    3056.5","0","   1390.1"," ,0","","","      507"," ,0","     12.40","0","     16.45","0","      8.35","0","","","","","","","","","","","       270","X","","","","","","","","","      13.4","X"
"USW00094728","1978","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    551.0","","     551.0","0","       115","0","        84","0","        13","0","       52","","        13","0","         0","0","        86","0","        38","0","       134","0","        11","0","","","","","        12"," ","  -12.2","0,0205,+","   457"," ,0,0208,+","   394"," ,0,0206, ","  85.9"," ,0,0514, ","   35.0","0,0723, ","0.0","0,1125","-3.9","0,1126","-4.4","0,1127","-7.2","0,1219","","","-0.6","0,0403","-2.8","0,0318","-5.6","0,0308","-6.7","0,0307","-10.0","0,0305","    3015.1","1","    3015.1","0","   1265.3"," ,0","","","     1342"," ,0","     11.63","0","     15.60","0","      7.65","0","","","","","","","","","","","       270","X","","","","","","","","","      19.2","X"
"USW00094728","1979","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    658.3","","     658.3","0","       129","0","        92","0","        12","0","       19","","         7","0","         1","0","        63","0","        25","0","       156","0","        18","0","","","","","        13"," ","  -17.8","0,0218, ","   406"," ,0,0220, ","   323"," ,0,0219, ","  87.6"," ,0,0121, ","   35.0","0,0810,+","-1.7","0,1130","-2.2","0,1202","-6.1","0,1217","-6.7","0,1219","","","0.0","0,0408","-6.7","0,0316","-6.7","0,0316","-6.7","0,0316","-17.8","0,0218","    2681.2","2","    2681.2","0","   1324.7"," ,0","","","      768"," ,0","     13.15","0","     17.13","0","      9.17","0","","","","","","","","","","","       180","X","","","","","","","","","      23.2","X"
"USW00094728","1980","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    780.4","","     780.4","0","       104","0","        65","0","         9","0","        7","","         7","0","         1","0","        83","0","        26","0","       152","0","        32","0","","","","","        21"," ","  -18.3","0,1225, ","    51"," ,0,0314,+","    91"," ,0,0313, ","  88.1"," ,0,0729, ","   38.9","0,0721, ","0.0","0,1116","-2.2","0,1117","-4.4","0,1204","-6.7","0,1214","-10.0","0,1220","0.0","0,0417","-3.9","0,0316","-5.0","0,0313","-7.8","0,0303","-10.0","0,0302","    2511.6","6","    2511.6","0","   1132.7"," ,0","","","      307"," ,0","     12.75","0","     16.99","0","      8.49","0","","","","","","","","","","","       315","X","","","","","","","","","      22.8","X"
"USW00094728","1981","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    670.0","","     670.0","0","       109","0","        61","0","        10","0","       22","","         5","0","         0","0","        70","0","        23","0","       147","0","        16","0","","","","","        16"," ","  -16.7","0,0112, ","   152"," ,0,0306, ","   218"," ,0,0305, ","  45.0"," ,0,0220, ","   35.6","0,0709, ","-0.6","0,1125","-2.8","0,1210","-6.1","0,1219","-6.7","0,1220","","","-1.1","0,0321","-5.0","0,0320","-5.0","0,0320","-8.3","0,0318","-13.3","0,0205","    2751.9","9","    2751.9","0","    968.3"," ,0","","","      475"," ,0","     12.88","0","     16.84","0","      8.91","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1982","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    574.6","","     574.6","0","       107","0","        66","0","        12","0","       24","","         5","0","         2","0","        74","0","        21","0","       153","0","        11","0","","","","","        14"," ","  -17.8","0,0118,+","   229"," ,0,0407, ","   244"," ,0,0406, ","  69.3"," ,0,0104, ","   36.7","0,0718, ","0.0","0,1116","-2.8","0,1128","-7.2","0,1209","-7.2","0,1209","","","-3.9","0,0408","-3.9","0,0408","-6.1","0,0407","-7.2","0,0226","-12.8","0,0127","    2818.7","7","    2818.7","0","   1051.8"," ,0","","","      648"," ,0","     12.69","0","     16.72","0","      8.66","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1983","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    778.8","","     778.8","0","       116","0","        88","0","        30","0","       18","","         5","0","         0","0","        57","0","        18","0","       146","0","        36","0","","","","","        16"," ","  -15.6","0,1225, ","   483"," ,0,0212, ","   318"," ,0,0211, "," 109.5"," ,0,0410, ","   37.2","0,0911, ","0.0","0,1113","-2.2","0,1218","-6.1","0,1219","-8.3","0,1220","-10.0","0,1221","-1.7","0,0330","-2.8","0,0326","-7.2","0,0213","-7.2","0,0213","-10.0","0,0210","    2432.1","1","    2432.1","0","   2046.4"," ,0","","","      656"," ,0","     13.31","0","     17.35","0","      9.26","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1984","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    620.9","","     620.9","0","       136","0","        75","0","        17","0","       23","","         9","0","         0","0","        60","0","        21","0","       142","0","        10","0","","","","","        11"," ","  -13.3","0,0121, ","   178"," ,0,0310,+","   130"," ,0,0309, ","  79.5"," ,0,0707, ","   35.6","0,0609, ","-1.7","0,1119","-3.9","0,1120","","","","","","","0.0","0,0318","-2.8","0,0315","-4.4","0,0313","-8.9","0,0312","-8.9","0,0312","    2735.0","0","    2735.0","0","   1449.7"," ,0","","","      746"," ,0","     13.01","0","     16.88","0","      9.14","0","","","        40","X","","","","","        45","X","","","      15.6","X","","","","","      28.3","X","",""
"USW00094728","1985","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    628.6","","     628.6","0","       122","0","        64","0","        11","0","       21","","         5","0","         1","0","        81","0","        23","0","       163","0","         9","0","","","","","         8"," ","  -18.9","0,0121, ","   178"," ,0,0207,+","   109"," ,0,0202, ","  79.5"," ,0,0927, ","   35.0","0,0815, ","-1.1","0,1202","-3.3","0,1203","-4.4","0,1214","-6.7","0,1215","-8.9","0,1219","-2.2","0,0410","-2.2","0,0410","-5.6","0,0319","-7.8","0,0209","-10.0","0,0208","    2406.2","2","    2406.2","0","    986.6"," ,0","","","      495"," ,0","     13.06","0","     17.18","0","      8.94","0","","","       290","X","","","","","       270","X","","","      12.5","X","","","","","      23.1","X","",""
"USW00094728","1986","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    601.3","","     601.3","0","       122","0","        76","0","         8","0","       11","","         3","0","         0","0","        67","0","        14","0","       160","0","        11","0","","","","","         7"," ","  -13.3","0,0115, ","   152"," ,0,0212, ","   114"," ,0,0211, ","  55.6"," ,0,0126, ","   36.7","0,0707,+","-4.4","0,1113","-4.4","0,1113","-4.4","0,1113","-6.7","0,1213","","","-4.4","0,0322","-4.4","0,0322","-4.4","0,0322","-7.8","0,0321","-9.4","0,0308","    2527.2","2","    2527.2","0","   1091.9"," ,0","","","      323"," ,0","     12.91","0","     17.20","0","      8.61","0","","","","","","","","","        45","X","","","","","","","","","      19.5","X","",""
"USW00094728","1987","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    642.5","","     642.5","0","       116","0","        76","0","        15","0","       31","","         8","0","         0","0","        72","0","        13","0","       148","0","        22","0","","","","","        17"," ","  -15.6","0,0215, ","   229"," ,0,0127, ","   206"," ,0,0122, ","  59.9"," ,0,0301, ","   36.1","0,0530, ","-1.1","0,1111","-7.8","0,1121","-7.8","0,1121","-7.8","0,1121","-10.0","0,1229","-0.6","0,0401","-8.9","0,0311","-8.9","0,0311","-8.9","0,0311","-8.9","0,0311","    2612.2","2","    2612.2","0","   1180.1"," ,0","","","      667"," ,0","     12.84","0","     17.19","0","      8.48","0","   156334","X","       290","X","","","","","       315","X","","","      10.7","X","","","","","      19.5","X","",""
"USW00094728","1988","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    713.8","","     713.8","0","       104","0","        72","0","        13","0","       23","","         4","0","         0","0","        79","0","        23","0","       140","0","        32","0","","","","","        18"," ","  -15.0","0,1212,+","   229"," ,0,0109, ","   132"," ,0,0108, ","  85.6"," ,0,1120, ","   37.2","0,0814,+","-0.6","0,1031","-3.9","0,1210","-11.1","0,1211","-11.1","0,1211","-11.1","0,1211","-1.1","0,0323","-8.3","0,0322","-8.3","0,0322","-8.3","0,0322","-12.8","0,0207","    2729.1","1","    2729.1","0","   1135.4"," ,0","","","      399"," ,0","     12.65","0","     17.15","0","      8.14","0","   172810","X","","","","","","","       270","X","","","","","","","","","      22.6","X","",""
"USW00094728","1989","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    571.4","","     571.4","0","       124","0","        99","0","        21","0","       11","","         3","0","         0","0","        90","0","        31","0","       152","0","        16","0","","","","","        21"," ","  -14.4","0,1223, ","   127"," ,0,1124,+","   127"," ,0,0106, ","  76.2"," ,0,0812, ","   35.6","0,0726, ","0.0","0,1118","-2.2","0,1119","-5.0","0,1122","-8.3","0,1202","-10.0","0,1204","-2.2","0,0322","-2.2","0,0322","-6.1","0,0313","-9.4","0,0308","-9.4","0,0308","    2641.3","3","    2641.3","0","   1654.1"," ,0","","","      355"," ,0","     12.18","0","     16.57","0","      7.79","0","   136939","X","       310","X","","","","","       315","X","","","      13.0","X","","","","","      25.7","X","",""
"USW00094728","1990","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    642.4","","     642.4","0","       131","0","        99","0","        18","0","       11","","         4","0","         0","0","        47","0","         3","0","       155","0","        12","0","","","","","        24"," ","  -13.9","0,0226, ","   178"," ,0,1228, ","   168"," ,0,1228, "," 117.9"," ,0,0810, ","   35.0","0,0705, ","0.0","0,1109","-5.6","0,1225","-5.6","0,1225","","","","","-1.1","0,0328","-3.3","0,0327","-10.6","0,0307","-10.6","0,0307","-10.6","0,0307","    2590.8","8","    2590.8","0","   1547.8"," ,0","","","      368"," ,0","     13.99","0","     18.52","0","      9.46","0","   148613","X","       280","X","","","","","       270","X","","","      11.2","X","","","","","      20.6","X","",""
"USW00094728","1991","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    789.7","","     789.7","0","       115","0","        78","0","        11","0","       10","","         3","0","         0","0","        58","0","         6","0","       166","0","        39","0","","","","","        12"," ","  -12.2","0,0122, ","   229"," ,0,0227, ","   213"," ,0,0226, ","  76.2"," ,0,0809, ","   38.9","0,0721, ","-0.6","0,1126","-2.8","0,1204","-4.4","0,1205","-6.7","0,1217","-10.6","0,1219","-0.6","0,0331","-4.4","0,0312","-4.4","0,0312","-10.0","X,0216","-10.0","X,0216","    2240.2","2","    2240.2","0","   1147.9"," ,0","","","      468"," ,0","     14.00","0","     18.63","0","      9.36","0","   159814","X","       200","X","","","","","       315","X","","","      11.2","X","","","","","      18.0","X","",""
"USW00094728","1992","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    488.1","","     488.1","0","       128","0","        80","0","         9","0","        8","","         4","0","         0","0","        69","0","         9","0","       141","0","         9","0","","","","","        20"," ","  -11.7","0,0119, ","   152"," ,0,0320, ","   157"," ,0,0319, ","  71.1"," ,0,0605, ","   33.9","0,0714,+","-1.1","0,1108","-3.3","0,1206","-7.2","0,1209","-7.2","0,1209","","","-0.6","0,0413","-4.4","0,0324","-4.4","0,0324","-8.3","0,0316","-10.0","0,0212","    2620.0","0","    2620.0","0","   1101.5"," ,0","","","      311"," ,0","     12.17","0","     16.47","0","      7.87","0","   152241","X","        50","X","","","","","        45","X","","","      17.4","X","","","","","      28.8","X","",""
"USW00094728","1993","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    738.1","","     738.1","0","       112","0","        76","0","        10","0","       22","","         8","0","         0","0","        80","0","        12","0","       149","0","        39","0","","","","","        19"," ","  -13.9","0,0207,+","   203"," ,0,0315,+","   259"," ,0,0313, ","  60.2"," ,0,0313, ","   38.9","0,0710, ","0.0","0,1121","-3.3","0,1125","-5.6","0,1211","-6.7","0,1224","-9.4","0,1226","-3.3","0,0320","-3.3","0,0320","-9.4","0,0319","-9.4","0,0319","-9.4","0,0319","    2693.7","7","    2693.7","0","   1124.9"," ,0","","","      787"," ,0","     13.03","0","     17.60","0","      8.47","0","   161182","X","        60","X","","","","","        45","X","","","      22.8","X","","","","","      27.8","X","",""
"USW00094728","1994","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    657.8","","     657.8","0","       124","0","        86","0","         9","0","       66","","        12","0","         3","0","        79","0","        27","0","       163","0","        19","0","","","","","        24"," ","  -18.9","0,0119, ","   559"," ,0,0212, ","   325"," ,0,0211, ","  47.5"," ,0,0128, ","   36.7","0,0619, ","-2.2","0,1123","-2.2","0,1123","-4.4","0,1212","-7.2","0,1230","","","-2.8","0,0319","-2.8","0,0319","-6.1","0,0317","-10.0","0,0228","-10.0","0,0228","    2820.7","7","    2820.7","0","   1203.7"," ,0","","","     1182"," ,0","     12.89","0","     17.52","0","      8.26","0","   159055","X","        60","X","","","","","        90","X","","","      13.0","X","","","","","      25.7","X","",""
"USW00094728","1995","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    710.9","","     710.9","0","       118","0","        70","0","        11","0","","","         6","0","         0","0","        79","0","        17","0","       161","0","        29","0","        25"," ","         4"," ","        23"," ","  -14.4","0,0206, ","","","   274"," ,0,0204, ","  79.5"," ,0,0717, ","   38.9","0,0715, ","0.0","0,1109","-4.4","0,1130","-4.4","0,1130","-9.4","0,1210","-9.4","0,1210","-2.2","0,0406","-2.2","0,0406","-5.0","0,0405","-6.7","0,0310","-10.6","0,0213","    2377.0","0","    2377.0","0","   1027.1"," ,0","","","      667"," ,0","     12.93","0","     17.21","0","      8.64","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1996","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.1","X","    538.7","","     538.7","0","       152","0","        93","0","        12","0","","","        12","0","         0","0","        72","0","        26","0","       133","0","         3","0","       188"," ","        21"," ","","","  -15.0","0,0205, ","","","   345"," ,0,0107, "," 110.5"," ,0,1019, ","   35.6","0,0520, ","0.0","0,1112","-2.2","0,1115","-5.0","0,1128","-6.7","0,1221","-9.4","0,1231","-0.6","0,0329","-2.2","0,0327","-8.9","0,0310","-8.9","0,0310","-8.9","0,0310","    2894.4","4","    2894.4","0","   1428.1"," ,0","","","     1557"," ,0","     12.05","0","     15.81","0","      8.29","0","","","","","        70","X","        60","X","","","","","","","      17.9","X","      23.7","X","","","",""
"USW00094728","1997","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.1","X","    530.6","","     530.6","0","       130","0","        77","0","         7","0","","","         4","0","         0","0","        72","0","         8","0","       131","0","        12","0","       148"," ","        13"," ","","","  -15.6","0,0119, ","","","    89"," ,0,0111, ","  95.3"," ,0,0724, ","   36.1","0,0715, ","0.0","0,1113","-2.8","0,1125","-8.3","0,1231","-8.3","0,1231","","","-2.2","0,0410","-2.2","0,0410","-7.2","0,0225","-7.2","0,0225","-15.6","0,0119","    2652.7","7","    2652.7","0","   1117.4"," ,0","","","      251"," ,0","     12.38","0","     16.43","0","      8.32","0","","","","","        70","X","       310","X","","","","","","","      15.2","X","      25.5","X","","","",""
"USW00094728","1998","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.1","X","    650.1","","     650.1","0","       110","0","        71","0","        14","0","","","         2","0","         0","0","        39","0","         6","0","       150","0","         8","0","       148"," ","        12"," ","","","  -10.0","0,0101, ","","","   127"," ,0,0322, ","  64.8"," ,0,0123, ","   33.9","0,0722, ","-5.6","0,1222","-5.6","0,1222","-5.6","0,1222","-7.8","0,1223","","","0.0","0,0323","-2.2","0,0316","-5.0","0,0313","-7.2","0,0312","-10.0","0,0101","    2418.2","2","    2418.2","0","   1237.4"," ,0","","","      191"," ,0","     13.96","0","     17.78","0","     10.14","0","","","","","        90","X","        70","X","","","","","","","      15.2","X","      23.2","X","","","",""
"USW00094728","1999","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.1","X","    711.7","","     711.7","0","       111","0","        68","0","        11","0","","","         4","0","         0","0","        55","0","        14","0","       149","0","        27","0","       138"," ","        20"," ","","","  -12.8","0,0102, ","","","   102"," ,0,0315, "," 127.5"," ,0,0916, ","   38.3","0,0706,+","-2.2","0,1130","-2.2","0,1130","-5.0","0,1201","-7.2","0,1225","","","0.0","0,0316","-2.8","0,0313","-4.4","0,0312","-6.7","0,0309","-10.0","0,0223","    2383.8","8","    2383.8","0","   1055.0"," ,0","","","      273"," ,0","     13.59","0","     17.73","0","      9.45","0","","","","","        80","X","        70","X","","","","","","","      13.9","X","      20.6","X","","","",""
"USW00094728","2000","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    489.1","","     489.1","0","       124","0","        74","0","        10","0","","","         7","0","         0","0","        80","0","        30","0","       129","0","         7","0","       153"," ","         7"," ","         2"," ","  -16.1","0,0118, ","","","   305"," ,0,1230, ","  82.3"," ,0,0726, ","   33.9","0,0507, ","-0.6","0,1120","-2.8","0,1122","-5.0","0,1124","-6.7","0,1213","-10.0","0,1223","-1.1","0,0409","-5.6","0,0318","-5.6","0,0318","-7.2","0,0208","-12.8","0,0128","    2494.7","7","    2494.7","0","   1154.9"," ,0","","","      755"," ,0","     12.11","0","     15.94","0","      8.28","0","","","","","","","        80","W","","","","","","","","","      21.9","W","","","",""
"USW00094728","2001","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.0","X","    658.0","","     658.0","0","       107","0","        68","0","         8","0","","","         6","0","         0","0","        63","0","         9","0","       153","0","        15","0","       134"," ","        14"," ","","","   -8.9","0,0212, ","","","   152"," ,0,0121, ","  54.9"," ,0,0330, ","   39.4","0,0809, ","0.0","0,1216","-3.3","0,1227","-5.6","0,1230","-6.7","0,1231","","","-1.1","0,0328","-4.4","0,0327","-4.4","0,0327","-8.3","0,0222","-8.9","0,0212","    2802.9","9","    2802.9","0","    905.9"," ,0","","","      550"," ,0","     13.44","0","     17.46","0","      9.42","0","","","","","        80","X","        80","W","","","","","","","      16.1","X","      22.8","W","","","",""
"USW00094728","2002","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    749.6","","     749.6","0","       123","0","        71","0","        13","0","","","         3","0","         0","0","        59","0","         5","0","       145","0","        32","0","       129"," ","         3"," ","         1"," ","   -7.2","0,1209,+","","","   152"," ,0,1205, ","  77.7"," ,0,1011, ","   36.7","0,0813, ","-2.8","0,1127","-2.8","0,1127","-4.4","0,1128","-7.2","0,1203","","","-1.1","0,0407","-3.3","0,0323","-5.6","0,0322","-7.2","0,0305","","","    2192.3","3","    2192.3","0","   1149.3"," ,0","","","      368"," ,0","     13.56","0","     17.66","0","      9.45","0","","","","","","","       280","X","","","","","","","","","      21.0","X","","","",""
"USW00094728","2003","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.0","X","    545.6","","     545.6","0","       142","0","        92","0","        17","0","","","        12","0","         0","0","        84","0","        30","0","       125","0","         8","0","       175"," ","        17"," ","","","  -13.9","0,0128,+","","","   414"," ,0,0217, ","  69.9"," ,0,0604, ","   34.4","0,0705, ","-1.7","0,1109","-5.0","0,1202","-5.0","0,1202","","","","","-0.6","0,0408","-6.1","0,0314","-6.1","0,0314","-7.2","0,0310","-8.9","0,0307","    2976.0","0","    2976.0","0","   1484.7"," ,0","","","     1476"," ,0","     11.88","0","     15.62","0","      8.14","0","","","","","       280","X","       280","X","","","","","","","      14.3","X","      21.0","X","","","",""
"USW00094728","2004","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       3.0","X","    566.3","","     566.3","0","       128","0","        83","0","        13","0","       29","","         6","0","         0","0","        80","0","        26","0","       153","0","         2","0","       155"," ","        12"," ","","","  -17.2","0,0116,+","   305"," ,0,0128, ","   152"," ,0,0127, ","  97.5"," ,0,0928, ","   32.8","0,0609, ","0.0","0,1109","-2.8","0,1214","-5.6","0,1215","-11.7","0,1220","-11.7","0,1220","-0.6","0,0406","-4.4","0,0323","-4.4","0,0323","-9.4","0,0216","-9.4","0,0216","    2697.7","7","    2697.7","0","   1319.2"," ,0","","","      657"," ,0","     12.49","0","     16.37","0","      8.62","0","","","","","        60","X","       220","X","","","","","","","      13.9","X","      20.6","X","","","",""
