"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1900","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    695.2","","     695.2","0","       114","0","        72","0","        14","0","","","         2","Z","         0","0","        96","0","        22","0","       142","0","        21","0","","","","","","","  -15.0","0,0227, ","","","   147"," ,Z,0217, ","  51.3"," ,0,0519, ","   36.1","0,0717,+","0.0","0,1115","-5.0","0,1209","-5.0","0,1209","-6.7","0,1210","-10.6","0,1215","-1.1","0,0411","-5.6","0,0325","-5.6","0,0325","-11.7","0,0318","-11.7","0,0318","    2927.4","4","    2927.4","0","   1046.8"," ,0","","","      348"," ,Z","     12.33","0","     16.29","0","      8.37","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1901","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    629.1","","     629.1","0","       124","0","        69","0","        16","0","","","         3","Z","         0","0","        89","0","        36","0","       126","0","        16","0","","","","","","","  -13.3","0,0119, ","","","    38"," ,Z,0218, ","  78.0"," ,0,0705, ","   37.8","0,0702,+","0.0","0,1110","-2.8","0,1120","-5.0","0,1127","-7.2","0,1128","","","-0.6","0,0331","-3.9","0,0317","-8.9","0,0307","-8.9","0,0307","-8.9","0,0307","    2874.2","2","    2874.2","0","   1237.9"," ,0","","","      166"," ,Z","     11.36","0","     14.84","0","      7.87","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1902","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    396.2","","     396.2","0","       126","0","        83","0","        14","0","","","         8","Z","         0","0","        81","0","        31","0","       135","0","         1","0","","","","","","","  -13.3","0,1209, ","","","   254"," ,Z,0217, ","  77.7"," ,0,0728, ","   32.2","0,0709, ","-4.4","0,1205","-4.4","0,1205","-4.4","0,1205","-7.8","0,1208","-13.3","0,1209","-0.6","0,0320","-5.0","0,0319","-5.0","0,0319","-7.2","0,0220","-8.9","0,0219","    2976.6","6","    2976.6","0","   1340.8"," ,0","","","      974"," ,Z","     11.66","0","     15.24","0","      8.08","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1903","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    413.0","","     413.0","0","       114","0","        78","0","        14","0","","","         4","Z","         0","0","        84","0","        29","0","       121","0","         6","0","","","","","","","  -15.6","0,0219, ","","","   102"," ,Z,0125, "," 186.2"," ,0,1009, ","   35.0","0,0709, ","0.0","0,1107","-2.8","0,1120","-4.4","0,1125","-7.2","0,1127","-8.9","0,1218","-1.7","0,0405","-2.2","0,0302","-4.4","0,0225","-7.2","0,0221","-11.7","0,0220","    2626.0","0","    2626.0","0","   1481.7"," ,0","","","      526"," ,Z","     11.70","0","     15.28","0","      8.12","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1904","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    528.7","","     528.7","0","       122","0","        78","0","         9","0","","","        10","Z","         2","Z","       117","0","        44","Z","       134","Z","         8","Z","","","","","","","  -20.0","0,0105, ","","","   191"," ,Z,0102, ","  92.2"," ,0,0820, ","   34.4","Z,0719, ","0.0","0,1031","-2.8","0,1118","-5.0","0,1128","-6.7","0,1209","-11.1","0,1211","-2.8","0,0420","-2.8","0,0420","-6.1","0,0317","-9.4","0,0305","-9.4","0,0305","    3314.9","9","    3314.9","Z","   1058.2"," ,0","","","     1226"," ,Z","     10.48","0","     14.24","Z","      6.72","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1905","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    637.8","","     637.8","0","       104","0","        72","0","        13","0","","","         6","Z","         0","0","        85","0","        29","0","       141","0","        11","0","","","","","","","  -15.6","0,0126, ","","","   254"," ,Z,0125, ","  62.7"," ,0,0903, ","   35.6","0,0718,+","-6.7","0,1114","-6.7","0,1114","-6.7","0,1114","-6.7","0,1114","","","-5.0","0,0315","-5.0","0,0315","-5.0","0,0315","-10.0","0,0305","-10.0","0,0305","    3201.4","4","    3201.4","0","    951.8"," ,0","","","      687"," ,Z","     11.90","0","     15.53","0","      8.26","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1906","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    742.4","","     742.4","0","       108","0","        70","0","        12","0","","","         4","Z","         0","0","        78","0","        17","0","       145","0","         9","0","","","","","","","  -13.3","0,0206, ","","","   152"," ,Z,0315, ","  66.5"," ,0,0527, ","   35.0","0,0806, ","-1.7","0,1129","-4.4","0,1202","-4.4","0,1202","-7.8","0,1203","-10.6","0,1204","0.0","Z,0403","-5.0","0,0325","-5.0","0,0325","-8.9","0,0324","-8.9","0,0324","    2694.0","0","    2694.0","0","   1020.6"," ,0","","","      515"," ,Z","     12.79","0","     16.37","0","      9.21","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1907","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    580.4","","     580.4","0","       120","0","        78","0","        12","0","","","        12","Z","         0","0","        66","0","        23","0","       121","0","         7","0","","","","","","","  -15.6","0,0124, ","","","   152"," ,Z,0310,+","  59.4"," ,0,0824, ","   33.3","0,0812, ","-1.1","0,1203","-2.8","0,1204","-5.6","0,1205","","","","","0.0","0,0403","-2.2","0,0402","-7.8","0,0307","-7.8","0,0307","-11.1","0,0228","    2995.4","4","    2995.4","0","   1187.4"," ,0","","","     1451"," ,Z","     11.59","0","     15.17","0","      8.01","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1908","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    745.4","","     745.4","0","        94","0","        64","0","        12","0","","","         3","Z","         0","0","        90","0","        19","0","       147","0","        12","0","","","","","","","  -17.2","0,0205, ","","","   109"," ,Z,0219, ","  97.0"," ,0,0507, ","   35.6","0,0712, ","0.0","0,1104","-2.2","0,1116","-4.4","0,1210","","","","","-2.2","0,0405","-2.2","0,0405","-5.0","0,0321","-7.2","0,0301","-12.8","0,0210","    2865.1","1","    2865.1","0","   1043.1"," ,0","","","      809"," ,Z","     12.79","0","     16.22","0","      9.36","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1909","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    496.9","","     496.9","0","       101","0","        66","0","         8","0","","","         6","Z","         0","0","        75","0","        18","0","       132","0","        10","0","","","","","","","  -15.0","0,0119, ","","","   178"," ,Z,1225, "," 121.9"," ,0,0816, ","   33.9","0,0730,+","-0.6","0,1130","-3.3","0,1201","-5.0","0,1209","-6.7","0,1221","-12.8","0,1229","-4.4","0,0411","-4.4","0,0411","-4.4","0,0411","-7.2","0,0202","-13.3","0,0201","    2665.9","9","    2665.9","0","   1059.3"," ,0","","","      667"," ,Z","     12.04","0","     15.48","0","      8.60","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1910","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    564.5","","     564.5","0","       105","0","        63","0","        10","0","","","         4","Z","         0","0","        89","0","        29","0","       141","0","         7","0","","","","","","","  -17.2","0,0207, ","","","   241"," ,Z,0114, ","  66.0"," ,0,1103, ","   34.4","0,0724, ","-1.7","0,1120","-2.2","0,1202","-5.0","0,1206","-6.7","0,1209","-10.0","0,1215","-3.9","0,0318","-3.9","0,0318","-6.7","0,0226","-6.7","0,0226","-9.4","0,0225","    2768.8","8","    2768.8","0","    857.0"," ,0","","","      509"," ,Z","     11.96","0","     15.36","0","      8.56","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1911","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    587.1","","     587.1","0","       130","0","        82","0","        12","0","","","","","         0","0","        85","0","        18","0","       130","0","        15","0","","","","","","","  -10.6","0,0316, ","","","","","  95.5"," ,0,0831, ","   37.8","0,0703, ","0.0","0,1103","-3.3","0,1113","-7.2","0,1204","-7.2","0,1204","","","-2.8","0,0403","-2.8","0,0403","-4.4","0,0402","-6.7","0,0325","-10.6","0,0316","    2997.5","5","    2997.5","0","   1240.5"," ,0","","","      717"," ,0","     11.92","0","     15.69","0","      8.15","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1912","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    502.7","","     502.7","0","       118","0","        75","0","        13","0","","","","","         3","0","        91","0","        41","0","       138","0","        11","0","","","","","","","  -19.4","0,0113, ","","","","","  75.4"," ,0,1023, ","   36.1","0,0709, ","-0.6","0,1103","-2.2","0,1128","-7.8","0,1209","-7.8","0,1209","","","-1.7","0,0404","-4.4","0,0326","-4.4","0,0326","-7.2","0,0306","-9.4","0,0303","    3110.4","4","    3110.4","0","   1158.1"," ,0","","","","","     11.51","0","     15.73","0","      7.28","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1913","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    506.4","","     506.4","0","       128","0","        78","0","        19","0","        3","","         1","0","         0","0","        63","0","        15","0","       134","0","        12","0","","","","","","","  -11.7","0,0225,+","    51"," ,0,0204, ","    41"," ,0,0204, "," 126.5"," ,0,1001, ","   35.0","0,0810,+","-1.1","0,1111","-2.8","0,1208","-7.2","0,1211","-7.2","0,1211","","","-2.2","0,0328","-2.2","0,0328","-11.1","0,0308","-11.1","0,0308","-11.1","0,0308","    2496.2","2","    2496.2","0","   1474.2"," ,0","","","       88"," ,0","     12.73","0","     17.05","0","      8.42","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1914","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    518.1","","     518.1","0","       113","0","        68","0","        12","0","       32","","         9","0","         4","0","       106","0","        34","0","       143","0","        16","0","","","","","","","  -20.6","0,0114, ","   330"," ,0,0302,+","   343"," ,0,0301, ","  74.9"," ,0,0301, ","   35.0","0,0922,+","-2.8","0,1110","-2.8","0,1110","-5.0","0,1123","-8.3","0,1214","-12.2","0,1215","0.0","0,0413","-2.8","0,0404","-9.4","0,0321","-9.4","0,0321","-9.4","0,0321","    2956.6","6","    2956.6","0","   1018.6"," ,0","","","     1090"," ,0","     11.08","0","     15.39","0","      6.77","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1915","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    481.6","","     481.6","0","       132","0","        76","0","        14","0","       19","","         8","0","         0","0","        90","0","        18","0","       142","0","        12","0","","","","","","","  -11.1","0,0130, ","   229"," ,0,0403, ","   254"," ,0,0403, ","  82.6"," ,0,0804, ","   34.4","0,0909, ","-0.6","0,1118","-2.8","0,1201","-5.0","0,1210","-6.7","0,1212","-10.6","0,1231","-0.6","0,0404","-2.2","0,0331","-6.1","0,0330","-7.2","0,0304","-10.6","0,0210","    2867.8","8","    2867.8","0","   1162.4"," ,0","","","      873"," ,0","     11.90","0","     16.07","0","      7.74","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1916","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    492.5","","     492.5","0","       132","0","        70","0","         8","0","       53","","        14","0","         0","0","        99","0","        40","0","       130","0","        12","0","","","","","","","  -16.7","0,0214, ","   305"," ,0,1215, ","   323"," ,0,1215, ","  67.6"," ,0,0516, ","   35.0","0,0822, ","-0.6","0,1115","-2.2","0,1116","-5.0","0,1214","-8.3","0,1216","","","0.0","0,0409","-6.7","0,0324","-6.7","0,0324","-6.7","0,0324","-13.9","0,0318","    3086.1","1","    3086.1","0","    963.5"," ,0","","","     1454"," ,0","     11.21","0","     15.32","0","      7.11","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1917","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    504.2","","     504.2","0","       125","0","        75","0","         8","0","       43","","        15","0","         4","0","       101","0","        32","0","       122","0","         6","0","","","","","","","  -25.0","0,1230, ","   203"," ,0,1219,+","   203"," ,0,1213, ","  64.5"," ,0,0614, ","   37.8","0,0731, ","0.0","0,1031","-2.2","0,1124","-6.1","0,1125","-7.2","0,1127","-8.9","0,1209","-1.7","0,0410","-2.2","0,0409","-5.0","0,0320","-6.7","0,0306","-17.8","0,0213","    3065.8","8","    3065.8","0","   1043.1"," ,0","","","     1286"," ,0","     10.39","0","     14.49","0","      6.30","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1918","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    506.9","","     506.9","0","       116","0","        73","0","        11","0","       39","","         7","0","         5","0","        84","0","        30","0","       150","0","        17","0","","","","","","","  -21.1","0,0205, ","   152"," ,0,0205,+","   150"," ,0,0122, ","  50.8"," ,0,0730, ","   40.0","0,0807, ","-1.1","0,1124","-2.8","Z,1201","-5.6","0,1206","","","","","0.0","0,0412","-2.2","0,0328","-7.2","0,0316","-7.2","0,0316","-13.3","0,0222","    3309.6","6","    3309.6","0","    972.8"," ,0","","","      518"," ,0","     11.75","0","     16.08","0","      7.42","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1919","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    507.8","","     507.8","0","       139","0","        90","0","        14","0","       13","","         6","0","         1","0","        81","0","        19","0","       145","0","        14","0","","","","","","","  -18.3","0,1218, ","    51"," ,0,1230,+","    69"," ,0,1224, ","  69.1"," ,0,0923, ","   37.2","0,0704, ","-1.1","0,1114","-2.2","0,1120","-7.8","0,1203","-7.8","0,1203","-10.6","0,1216","-0.6","0,0426","-5.6","0,0402","-5.6","0,0402","-8.3","0,0211","-12.2","0,0112","    2607.0","0","    2607.0","0","   1354.7"," ,0","","","      315"," ,0","     12.09","0","     16.18","0","      8.00","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1920","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    492.4","","     492.4","0","       140","0","        89","0","        17","0","       60","","        12","0","         2","0","       101","0","        31","0","       157","0","         8","0","","","","","","","  -18.9","0,0201, ","   305"," ,Z,0206, ","   150"," ,0,0205, ","  56.1"," ,0,0930, ","   34.4","0,0611, ","-2.8","0,1112","-2.8","0,1112","-4.4","0,1220","-6.7","0,1225","-8.9","0,1226","-1.7","0,0410","-2.2","0,0408","-5.0","0,0315","-6.7","0,0314","-10.0","0,0308","    3224.1","1","    3224.1","0","   1352.4"," ,0","","","     1030"," ,0","     11.25","0","     15.89","0","      6.60","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1921","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    580.5","","     580.5","0","       127","0","        81","0","         7","0","       14","","         7","0","         0","0","        76","0","        13","0","       168","0","        15","0","","","","","","","  -15.6","0,0125,+","   305"," ,0,0221,+","   318"," ,0,0220, ","  68.1"," ,0,0220, ","   35.6","0,0903, ","0.0","0,1106","-3.3","0,1205","-6.7","0,1209","-6.7","0,1209","-9.4","0,1215","-1.7","0,0411","-3.3","0,0329","-4.4","0,0226","-12.2","0,0225","-12.2","0,0225","    2479.6","6","    2479.6","0","    960.0"," ,0","","","      615"," ,0","     12.71","0","     17.38","0","      8.04","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1922","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    535.8","","     535.8","0","       127","0","        84","0","        11","0","       25","","        11","0","         1","0","        88","0","        21","0","       157","0","        10","0","","","","","","","  -18.9","0,0217, ","   127"," ,0,0215,+","   137"," ,0,0215, ","  54.1"," ,0,0701, ","   34.4","0,0817, ","0.0","0,1121","-2.2","0,1126","-4.4","0,1206","-6.7","0,1218","-10.0","0,1219","0.0","0,0421","-2.8","0,0323","-5.6","0,0319","-6.7","0,0318","-13.3","0,0218","    2862.2","2","    2862.2","0","   1135.0"," ,0","","","      747"," ,0","     11.95","0","     16.39","0","      7.50","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1923","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    513.9","","     513.9","0","       118","0","        78","0","         7","0","       50","","        14","0","         0","0","        90","0","        25","0","       145","0","        14","0","","","","","","","  -13.9","0,0218, ","   203"," ,0,0104, ","   198"," ,0,0114, ","  62.2"," ,0,1023, ","   37.2","0,0720, ","-1.1","0,1109","-3.3","0,1214","-5.0","0,1215","","","","","0.0","0,0414","-3.3","0,0402","-11.1","0,0401","-11.1","0,0401","-11.1","0,0401","    3079.2","2","    3079.2","0","   1030.5"," ,0","","","     1344"," ,0","     11.59","0","     16.13","0","      7.05","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1924","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    417.0","","     417.0","0","        97","0","        63","0","        17","0","       16","","         9","0","         0","0","       101","0","        24","0","       128","0","        13","0","","","","","","","  -15.0","0,0127,+","   178"," ,0,0401, ","   216"," ,0,0401, ","  58.2"," ,0,0826, ","   37.2","0,0807, ","-2.2","0,1116","-2.2","0,1116","-7.2","0,1117","-7.2","0,1117","-9.4","0,1221","-0.6","0,0403","-2.8","0,0402","-4.4","0,0315","-10.0","0,0224","-10.0","0,0224","    2908.5","5","    2908.5","0","   1059.9"," ,0","","","      683"," ,0","     11.05","0","     15.47","0","      6.62","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1925","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    550.4","","     550.4","0","       118","0","        73","0","         8","0","       41","","         6","0","         1","0","        83","0","        21","0","       140","0","        17","0","","","","","","","  -18.9","0,0128, ","   279"," ,0,0129,+","   292"," ,0,0102, ","  54.4"," ,0,0731, ","   37.2","0,0605,+","-0.6","0,1029","-3.9","0,1129","-4.4","0,1209","-11.1","0,1226","-11.1","0,1226","0.0","0,0421","-2.2","0,0316","-11.7","0,0303","-11.7","0,0303","-11.7","0,0303","    2802.0","0","    2802.0","0","   1052.9"," ,0","","","      775"," ,0","     11.90","0","     16.33","0","      7.47","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1926","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    453.0","","     453.0","0","       123","Z","        84","Z","        11","Z","       41","","         7","0","         0","0","       107","0","        31","0","       131","0","        10","0","","","","","","","  -15.0","0,0129, ","   508"," ,0,0211,+","   264"," ,0,0210, ","  84.8"," ,Z,0812, ","   37.8","0,0722,+","-0.6","0,1104","-2.2","0,1111","-4.4","0,1128","-8.3","0,1202","-9.4","0,1203","-2.2","0,0420","-2.2","0,0420","-4.4","0,0328","-8.9","0,0314","-8.9","0,0314","    3197.3","3","    3197.3","0","   1215.4"," ,Z","","","     1078"," ,0","     10.67","0","     15.00","0","      6.35","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1927","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    374.5","","     374.5","0","       130","0","        82","0","        18","0","       12","","         3","0","         1","0","        71","0","        20","0","       139","0","         9","0","","","","","","","  -18.3","0,0127, ","   102"," ,0,0117,+","   130"," ,0,0115, ","  97.5"," ,0,0901, ","   33.3","0,0915,+","0.0","0,1107","-2.8","0,1120","-5.0","0,1204","-6.7","0,1209","-9.4","0,1224","0.0","0,0328","-2.2","0,0324","-7.8","0,0304","-7.8","0,0304","-18.3","0,0127","    2988.3","3","    2988.3","0","   1424.0"," ,0","","","      323"," ,0","     11.88","0","     16.06","0","      7.71","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1928","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    499.4","","     499.4","0","       125","0","        87","0","        16","0","       14","","         4","0","         0","0","        78","0","        18","0","       132","0","        13","0","","","","","","","  -13.9","0,0226, ","   102"," ,0,0310,+","   135"," ,0,0309, ","  42.9"," ,0,0706, ","   34.4","0,0804,+","0.0","0,1030","-5.6","0,1126","-5.6","0,1126","-7.2","0,1222","","","-1.7","0,0416","-3.3","0,0310","-7.8","0,0306","-7.8","0,0306","-13.9","0,0226","    2793.2","2","    2793.2","0","   1159.2"," ,0","","","      367"," ,0","     11.95","0","     16.00","0","      7.91","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1929","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    600.4","","     600.4","0","       121","0","        81","0","         7","0","       14","","         4","0","         0","0","        77","0","        22","0","       144","0","        21","0","","","","","","","  -13.3","0,0114, ","   203"," ,0,0221, ","   203"," ,0,0221, ","  54.9"," ,0,1002, ","   37.2","0,0903, ","-1.1","0,1122","-2.8","0,1123","-7.8","0,1129","-7.8","0,1129","-11.1","0,1130","-1.1","0,0318","-11.1","0,0310","-11.1","0,0310","-11.1","0,0310","-11.1","0,0310","    2684.9","9","    2684.9","0","   1026.6"," ,0","","","      462"," ,0","     12.27","0","     16.60","0","      7.93","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1930","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    671.1","","     671.1","0","       114","0","        69","0","         8","0","       10","","         5","0","         0","0","        75","0","        23","0","       146","0","        17","0","","","","","","","  -13.9","0,0217,+","    76"," ,0,1224,+","    74"," ,0,0215, ","  77.0"," ,0,0823, ","   38.9","0,0721, ","-0.6","0,1106","-6.1","0,1127","-6.1","0,1127","-9.4","0,1128","-9.4","0,1128","-0.6","0,0424","-3.3","0,0323","-6.7","0,0322","-6.7","0,0322","-13.9","0,0217","    2790.3","3","    2790.3","0","    990.7"," ,0","","","      332"," ,0","     12.49","0","     16.68","0","      8.30","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1931","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    687.6","","     687.6","0","       123","0","        69","0","         5","0","        6","","         3","0","         0","0","        73","0","         7","0","       155","0","        22","0","","","","","","","  -11.7","0,0115, ","    51"," ,0,0208,+","    71"," ,0,0207, ","  41.1"," ,0,0308, ","   37.2","0,0911,+","-1.1","0,1107","-2.8","0,1205","-4.4","0,1207","-6.7","0,1208","","","-0.6","0,0314","-2.2","0,0224","-8.9","0,0215","-8.9","0,0215","-8.9","0,0215","    2832.1","1","    2832.1","0","    916.7"," ,0","","","      205"," ,0","     13.20","0","     17.43","0","      8.98","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1932","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    628.5","","     628.5","Z","       111","Z","        73","Z","        13","Z","        8","","         3","0","         0","Z","        61","Z","        10","Z","       151","Z","        15","Z","","","","","","","  -11.7","Z,1217, ","   152"," ,0,1219,+","   170"," ,0,1217, ","  60.5"," ,Z,0328, ","   35.6","Z,0902, ","0.0","0,1120","-2.8","0,1122","-4.4","0,1123","-7.2","0,1126","-11.1","0,1127","0.0","0,0413","-4.4","0,0321","-4.4","0,0321","-7.2","0,0316","-8.9","0,0315","    2408.3","3","    2408.3","Z","   1116.5"," ,Z","","","      320"," ,0","     12.85","Z","     17.17","Z","      8.54","Z","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1933","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    628.9","","     628.9","0","       132","0","        88","0","        10","0","       22","","         7","0","         2","0","        72","0","        19","0","       147","0","        21","0","","","","","","","  -21.1","0,1230, ","   279"," ,0,1226, ","   284"," ,0,1226, "," 105.7"," ,0,0915, ","   38.9","0,0731, ","0.0","0,1026","-2.2","0,1111","-6.1","0,1115","-8.3","0,1116","-11.1","0,1210","-1.1","0,0325","-2.2","0,0324","-8.9","0,0311","-8.9","0,0311","-8.9","0,0311","    2615.7","7","    2615.7","0","   1360.0"," ,0","","","      840"," ,0","     12.34","0","     16.54","0","      8.14","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1934","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    603.0","","     603.0","0","       127","0","        87","0","        13","0","       36","","        11","0","         3","0","        94","0","        34","0","       149","0","        15","0","","","","","","","  -26.1","0,0209, ","   330"," ,0,0226, ","   249"," ,0,0201, "," 123.4"," ,0,0908, ","   38.3","0,0629, ","-3.3","0,1114","-3.3","0,1114","-5.6","0,1207","-10.0","0,1208","-10.0","0,1208","-0.6","0,0329","-2.2","0,0325","-10.6","0,0323","-10.6","0,0323","-10.6","0,0323","    3126.0","0","    3126.0","0","   1265.7"," ,0","","","      954"," ,0","     11.63","0","     15.96","0","      7.29","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1935","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    542.6","","     542.6","0","       123","0","        72","0","         8","0","       36","","        11","0","         1","0","        81","0","        30","0","       144","0","        10","0","","","","","","","  -18.3","0,0128, ","   432"," ,0,0123, ","   325"," ,0,0123, ","  40.6"," ,0,0906, ","   35.0","0,0712, ","-2.8","0,1123","-2.8","0,1123","-4.4","0,1124","-10.0","0,1204","-10.0","0,1204","0.0","0,0416","-2.8","0,0318","-7.8","0,0309","-7.8","0,0309","-11.1","0,0228","    2911.4","4","    2911.4","0","    860.8"," ,0","","","     1069"," ,0","     11.67","0","     15.96","0","      7.37","0","","","","","","","","","","","","","","","","","","","","","",""
